cardId,name,cardType,rarity,cost,color,bp,assist,colorRestriction,trait,series,effect,flavor,illustrator,imageUrl
BT2-12,サンプル回収,イベント,R,2,青,-,-,青1,-,魂魄の冥導士,【メイン】自分のレイキの枚数が相手のレイキの枚数以下なら、コスト4以下の相手のユニット1体を退場させる。,ミカヅキもただでは帰らない。未知の生物である「レイキ結合体」を回収し、テンシュのもとへと帰るのだった。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-012_card_dummy.jpg
BT2-13,奪還,イベント,R,4,青,-,-,青1,-,魂魄の冥導士,【メイン】ゲージが0枚の自分の拠点を制圧中の相手のユニット1体を退場させる。,ミカヅキの撤退により、リーリーたちは都市の奪還に成功。他のCNPたちを探すために他の都市に連絡を試みるのであった。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-013_card_dummy.jpg
BT2-14,神器の真相,イベント,C,5,青,-,-,青3,-,魂魄の冥導士,【コンバット】バトル終了まで、自分のユニット1体をBP+3000。その後、コスト3以下の相手のユニット1体を退場させる。,ミカヅキから神器を取り返したルナとリーリーは茫然とした。それは本来の神器とは遠くかけ離れた贋作だったのだ。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-014_card_dummy.jpg
BT2-15,急造海賊船:ミナモ号,サポーター,R,3,青,-,-,青2,アクアノーヴァ,魂魄の冥導士,【自分のターン】コスト5以下の自分のユニット全てをBP+1000。,海賊たちがミカヅキと戦う為に急造した船。リーリーやアクアペンギン達は目を輝かせたが、ミナモ本人は呆れていた。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-015_card_dummy.jpg
BT2-16,ナルカミ,ユニット,C,2,赤,3000,1000,赤1,ナルカミ/CNP,魂魄の冥導士,,ナルカミとマカミは、ミバツとツミカからの依頼を断り、争いを止めるために自ら行動を始め…… 一旦休息を取ることに決めた。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-016_card_dummy.jpg
BT2-17,ツル,ユニット,R,3,赤,3000,1000,赤2,ナルカミ/CNP,魂魄の冥導士,【登場時】≪1ドロー≫（デッキからカードを1枚引く）。その後、自分の手札1枚を破棄する。,優雅なツルのような姿に変化したナルカミ。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-017_card_dummy.jpg
BT2-18,コンゴウインコ,ユニット,RR,4,赤,2000,1000,赤2,ナルカミ/CNP,魂魄の冥導士,【登場時】BP4000以下の相手のユニット1体を退場させる。,オーガたちに加勢したナルカミは、コンゴウインコの姿へと変化。その派手な姿で、式神たちの注意を引きつける。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-018_card_dummy.jpg
BT2-19,シオン,ユニット,R,4,赤,3000,1000,赤2,マカミ/CNP,魂魄の冥導士,【登場時】ターン終了まで、赤の他の自分のユニット1体は≪奪取≫（このユニットのアタックで、制圧中の相手のユニットを退場させたとき、その拠点の相手のゲージ1枚を減らす）を得る。,暗い色へと変化したマカミ。その体は闇夜に溶け込み、気配を断つ。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-019_card_dummy.jpg
BT2-20,暴動を起こす竜人,ユニット,C,4,赤,5000,1000,赤1,カグツチ/竜人,魂魄の冥導士,,信仰していた炎神に攻撃を加えるオーガ達に業を煮やした竜人たちはついに一線を超え、暴動を引き起こした。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-020_card_dummy.jpg
BT2-21,マカミ,ユニット,C,5,赤,7000,-,赤1,マカミ/CNP,魂魄の冥導士,,どれほど神が大切でも、その神の為に人が傷つくことは許せない。そう信じるマカミたちは、オーガたちを救うために立ち上がった。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-021_card_dummy.jpg
BT2-22,抗う猛将 キングオーガ,ユニット,R,6,赤,6000,-,赤3,カグツチ/オーガ,魂魄の冥導士,【登場時】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,「炎神を止めなければカグツチに明日は無いぞ！」 暴徒と化しセイドウに付く竜人たちを必死に説得するも、その声は届かない。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-022_card_dummy.jpg
BT2-23,ネオンオレンジ,ユニット,RRR,8,赤,8000,2000,赤5,マカミ/CNP,魂魄の冥導士,【登場時】BP6000以下のユニットエリアの相手のユニット1体を退場させる。,ネオンオレンジの輝きに変化したマカミ。鮮烈なその姿は式神たちを引き寄せ、襲いかかる敵を容赦なく退ける。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-023_card_dummy.jpg
BT2-24,式神・炎竜弐式,ユニット,C,7,赤,8000,-,ー,セイドウ/式神,魂魄の冥導士,,式神・炎竜が進化した姿。まだ進化の可能性を残しながらも強靭な肉体により、オーガの軍勢を圧倒する。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-024_card_dummy.jpg
BT2-25,暴動の先導者 ツミカ,ユニット,RR,4,赤,4000,-,赤3,カグツチ/竜人,魂魄の冥導士,【登場時】コスト2以下の相手のサポーター1体を退場させる。,ナルカミたちと別れたツミカは強力な戦力を確保できなかったことを残念に思いながらも、炎神を守るために竜人達を扇動し始めた。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-025_card_dummy.jpg
BT2-26,戦線崩壊,イベント,C,3,赤,-,-,赤1,-,魂魄の冥導士,【メイン】ターン終了まで、自分のユニット全ては「【アタック終了時】≪助太刀回収1≫（自分のトラッシュから、このバトルで助太刀に使用したユニットカード1枚を手札に戻せる）」の効果を得る。,式神だけでなく、竜人にも攻撃され、オーガたちの戦線は完全に崩壊してしまう。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-026_card_dummy.jpg
BT2-27,炎の嵐,イベント,C,5,赤,-,-,赤3,-,魂魄の冥導士,【コンバット】BP4000以下のユニット全てを退場させる。,セイドウ、炎神、そして暴徒と化した竜人たちの手によってカグツチの街は戦火に包まれた。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-027_card_dummy.jpg
BT2-28,砲塔型ゴーレム:C,イベント,R,7,赤,-,-,赤3,-,魂魄の冥導士,【メイン】BP5000以下の相手のユニット2体を退場させる。,瞬間火力に特化したゴーレム。砲撃しかできず、敵の形を残すこともできない。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-028_card_dummy.jpg
BT2-29,支配された炎神,サポーター,RR,2,赤,-,-,赤2,セイドウ/土地神,魂魄の冥導士,【コンバット】このバトルで自分が2枚以上助太刀しているなら、このサポーターをレストすることで、≪1ドロー≫（デッキからカードを1枚引く）。その後、自分の手札1枚を破棄する。,竜人たちに信仰されカグツチに恵みを授けていた炎神。今は神器によりセイドウに支配され噴火を活発化させる戦略兵器と化した。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-029_card_dummy.jpg
BT2-30,指揮するカゲロウ,サポーター,R,6,赤,-,-,赤1,セイドウ/カゲロウ,魂魄の冥導士,【登場時】自分の手札から、特徴に「セイドウ」を持つ赤のコスト7以下のユニットカード1枚をコストを支払わずに登場できる。 【相手のターン】特徴に「式神」を持つ自分のユニット全てをBP+1000。,テンシュに命令された通り炎神を支配下に置くだけで、自ら破滅へと進んでいくカグツチをカゲロウは滑稽に感じた。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-030_card_dummy.jpg
BT2-31,追跡する市民,ユニット,C,2,黄,3000,1000,黄1,ミッドガン/人間,魂魄の冥導士,,報奨金に目がくらんだ市民たちは三人をどこまでも、そしてどこからでも追ってくる。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-031_card_dummy.jpg
BT2-32,レイキ結合体:機械人,ユニット,R,2,黄,2000,1000,黄2,機械/レイキ結合体,魂魄の冥導士,【登場時】コスト2以下の相手のユニット1体を手札に戻す。,禍々しき命は万物を取り込む。命を持ったはずだった機械をも。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-032_card_dummy.jpg
BT2-33,セツナ,ユニット,C,3,黄,5000,-,黄1,セツナ/CNP,魂魄の冥導士,,逃げながら、学派・反学派のような思想に肩入れするつもりはないと断るセツナ。しかしミライは、事態の深刻さを静かに語り続けた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-033_card_dummy.jpg
BT2-34,反学派の希望 ミライ,ユニット,RR,3,黄,2000,1000,黄2,ミッドガン/反学派/人間,魂魄の冥導士,【アタック時】≪レイキ回復2≫（自分のレイキ2枚をアクティブにする）,保安部部長のヘルナ…ううん私のお母さんは学派よりも酷いことをしようとしてる。だからお願い。お母さんを止めて。-ミライ-,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-034_card_dummy.jpg
BT2-35,ライオン,ユニット,R,4,黄,5000,-,黄3,セツナ/CNP,魂魄の冥導士,【登場時】ターン終了まで、黄の他の自分のユニット1体は≪ゲージバーン≫（このユニットが減らしたゲージは破棄される）を得る。,威風堂々としたライオンの姿に変化したセツナの姿。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-035_card_dummy.jpg
BT2-36,タイガー,ユニット,RR,5,黄,6000,-,黄2,トワ/CNP,魂魄の冥導士,【自分のターン終了時】このユニットが制圧中なら、≪レイキ回復2≫（自分のレイキ2枚をアクティブにする）。,市民たちに追われ、うんざりしたトワはトラへと変化。返り討ちにしようとしたが、セツナと謎の少女に制された。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-036_card_dummy.jpg
BT2-37,トワ,ユニット,C,5,黄,6000,1000,黄1,トワ/CNP,魂魄の冥導士,,「私のお母さんがセイドウと繋がってるかもしれない」ミライの衝撃的な言葉に、トワとセツナは動揺を隠せなかった。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-037_card_dummy.jpg
BT2-38,ゴールド,ユニット,RR,6,黄,6000,1000,黄3,セツナ/CNP,魂魄の冥導士,【お互いのターン】自分のトラッシュにイベントカードが2枚以上ある間、BP+2000。,金色に変化したセツナ。その金属光沢は太陽光を反射し、市民たちの目を眩ませることに成功した。,倉田 窓,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-038_card_dummy.jpg
BT2-39,試験祇偽神イザナミ,ユニット,R,7,黄,9000,-,黄1,ミッドガン/トゥルーリア学院派/機械,魂魄の冥導士,,レイキを動力に駆動する兵器から開発を続け、式神に近しいメカニズムで式神より効率的かつ強力な兵器を目指して開発された新型。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-039_card_dummy.jpg
BT2-40,マネキネコ,ユニット,RRR,7,黄,8000,-,黄3,トワ/CNP,魂魄の冥導士,≪ゲージバーン≫（このユニットが減らしたゲージは破棄される） 【登場時】自分のトラッシュにイベントカードが2枚以上あるなら、このターン終了時、≪レイキ回復4≫（自分のレイキ4枚をアクティブにする）。,トワは、富と幸運を招くマネキネコの姿へと変化した。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-040_card_dummy.jpg
BT2-41,実験,イベント,C,2,黄,-,-,黄1,-,魂魄の冥導士,【コンバット】バトル終了まで、自分のユニット1体をBP+2000。自分のレイキの色が黄だけなら、代わりにBP+4000。,本当になんでも取り込むんだな。-テンシュ-,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-041_card_dummy.jpg
BT2-42,逃走劇,イベント,R,3,黄,-,-,黄2,-,魂魄の冥導士,【コンバット】コスト3以下の相手のユニット2体を手札に戻す。,市民たちからの追跡を逃れ、無事に反学派のアジトに逃げ込むことに成功した。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-042_card_dummy.jpg
BT2-43,指名手配,イベント,R,6,黄,-,-,黄3,-,魂魄の冥導士,【コンバット】コスト7以下の相手のユニット1体を手札に戻す。,トワとセツナはこの土地の金銭の単位も相場もわからないが、とんでもない金額が自分たちの首にかかっているのは理解した。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-043_card_dummy.jpg
BT2-44,反学派のリーダー,サポーター,R,1,黄,-,-,黄1,ミッドガン/反学派/人間,魂魄の冥導士,【コンバット】このバトルでイベントカードを使用しているなら、このサポーターをレストすることで、バトル終了まで、自分のユニット1体をBP+1000。,無事、反学派のアジトに逃げ込むことができたトワたちは、反学派のリーダーを自称する聡明な青年と出会う。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-044_card_dummy.jpg
BT2-45,傀儡端末のネハシーン,サポーター,R,4,黄,-,-,黄3,ミッドガン/トゥルーリア学派/機械,魂魄の冥導士,【登場時】自分のデッキの上から3枚オープンする。その中の特徴に「トゥルーリア学派」を持つカード1枚を手札に加える。残りはデッキの下に戻す。 【自分のターン】特徴に「トゥルーリア学派」を持つ他の自分のユニット/サポーターが登場したとき、このサポーターをレストすることで、≪レイキ回復1≫（自分のレイキ1枚をアクティブにする）。,はぁ、こんなロボットが事実上のトップなのだから学派も堕ちたものね。-ヘルナ-,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-045_card_dummy.jpg
BT2-46,ヤーマ,ユニット,C,3,緑,5000,-,緑1,ヤーマ/CNP,魂魄の冥導士,,ヤーマとオロチはクルミに導かれ、ハナカのもとへ。そして、衝撃の真実を耳にすることとなる。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-046_card_dummy.jpg
BT2-47,満開のウッドレイス,ユニット,R,4,緑,6000,-,緑1,メテオラス/ウッドレイス,魂魄の冥導士,,満開の花が咲いている春以外の季節は、没個性になってしまうのを気にしているらしい。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-047_card_dummy.jpg
BT2-48,ヤマカガシ,ユニット,R,4,緑,4000,-,緑3,オロチ/CNP,魂魄の冥導士,【退場時】≪レイキ追加1≫（自分のレイキデッキの上から1枚をレイキエリアに置く）,ヤマカガシの姿に変化したオロチ。その体には出血性の猛毒が宿り、一噛みで敵に致命傷を与える。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-048_card_dummy.jpg
BT2-49,エメラルドツリーボア,ユニット,RRR,5,緑,5000,-,緑4,オロチ/CNP,魂魄の冥導士,【お互いのターン】自分のレイキ3枚ごとに、このユニットをBP+1000。,緑色の小柄な姿に変化したオロチ。見た目で油断した者から、順に返り討ちにされることとなる。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-049_card_dummy.jpg
BT2-50,式神・猪,ユニット,C,5,緑,5000,1000,ー,セイドウ/式神,魂魄の冥導士,,猪を模した形代で召喚した式神。その突進力は並外れており、木々をなぎ倒しながら一直線に進み続ける。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-050_card_dummy.jpg
BT2-51,モノクローム,ユニット,RR,5,緑,5000,-,緑3,ヤーマ/CNP,魂魄の冥導士,【登場時】制圧中の相手のユニット1体をユニットエリアに移動させる。,レトロなモノクロの装いに変化したヤーマ。その姿には、不思議な気品が漂っている。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-051_card_dummy.jpg
BT2-52,イエロー,ユニット,R,7,緑,8000,-,緑3,ヤーマ/CNP,魂魄の冥導士,【アタック時】相手のターン終了まで、コスト2以下の相手のサポーター全てはアクティブにならない。,黄色に変化したヤーマ。その警戒色で、ウッドレイスたちをひるませた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-052_card_dummy.jpg
BT2-53,エルフの剣聖 ズモギン,ユニット,RR,7,緑,7000,-,緑3,メテオラス/エルフ,魂魄の冥導士,【アタック時】自分のレイキ1枚をレイキデッキの下に戻すことで、相手のターン終了まで、このユニットをBP+3000。,異世界の強者に魅入られたズモギンは幾年ぶりに剣を抜き、長老から勝利を導く英雄へと再び舞い戻った。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-053_card_dummy.jpg
BT2-54,本気のユウギリ,ユニット,R,7,緑,7000,1000,緑1,セイドウ/ユウギリ,魂魄の冥導士,【アタック時】自分のデッキの上から1枚オープンする。それが特徴に「式神」を持つコスト5以下のユニットカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。この登場では【登場時】効果は発揮しない。,強者の乱入に一瞬慄いたユウギリだったが、一太刀でわかるその圧倒的強さは雑魚ばかりで飽きていたユウギリの心をときめかせた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-054_card_dummy.jpg
BT2-55,オロチ,ユニット,C,8,緑,9000,1000,緑1,オロチ/CNP,魂魄の冥導士,,なんでわかるのって？それはあの爺さんに負けるまで私が取り憑かれていたからね。-ハナカ-,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-055_card_dummy.jpg
BT2-56,完全変態個体 オクロプ,ユニット,R,9,緑,11000,-,緑1,メテオラス/フェアリー,魂魄の冥導士,,完全な変態を遂げたフェアリーの一人、全身が装甲でおおわれており、通常の攻撃は一切通用しない。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-056_card_dummy.jpg
BT2-57,歴史の真相,イベント,C,4,緑,-,-,緑2,-,魂魄の冥導士,【メイン】相手のターン終了まで、特徴に「ウッドレイス」/「エルフ」/「フェアリー」を持つ自分のユニット全てをBP+2000。,憑依神は民を争わせることで、最も強い存在を見つけ出しそれに憑依する生態を持つの。-ハナカ-,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-057_card_dummy.jpg
BT2-58,両雄激突,イベント,R,5,緑,-,-,緑3,-,魂魄の冥導士,【コンバット】このバトルを行っている拠点以外を制圧中のユニット全てをユニットエリアに移動させる。,ズモギンとユウギリの間には他者が割り込む隙など一切ない。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-058_card_dummy.jpg
BT2-59,サナギ化,イベント,R,6,緑,-,-,緑3,-,魂魄の冥導士,【メイン】自分のユニット/サポーター1体をデッキの下に戻す。その後、自分のデッキの上から1枚オープンする。それが緑のユニットカード/サポーターカードなら、コストを支払わずに登場できる。残りはデッキの下に戻す。,ハナカのもとに無事にヤーマたちを送り届けたクルミは繭に包まれ、蛹になってしまった。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-059_card_dummy.jpg
BT2-60,フェアリーの女王 ハナカ,サポーター,RR,3,緑,-,-,緑2,メテオラス/フェアリー,魂魄の冥導士,【登場時】制圧中のユニット1体をユニットエリアに移動させる。 【お互いのターン】特徴に「フェアリー」を持つ自分のユニット全てをBP+1000。,クルミの姉で完全変態を遂げたフェアリーの一人。かつては好戦的な性格だったが、今はフェアリーたちのまとめ役になっている。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-060_card_dummy.jpg
BT2-61,逃げて来た貿易商人,ユニット,C,2,紫,3000,1000,紫1,貿易コロニー/人間,魂魄の冥導士,,貿易コロニーは、ミッドガンが建設した外惑星との貿易用施設で、貿易禁止命令以前は活気で満ちあふれていた。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-061_card_dummy.jpg
BT2-62,ミタマ,ユニット,C,2,紫,2000,2000,紫1,ミタマ/CNP,魂魄の冥導士,,謎の異世界に飛ばされて数週間。ミタマは謎の少女に見つかるまで、ひっそりと身を隠して暮らしていた。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-062_card_dummy.jpg
BT2-63,うなだれるエイリアン商人,ユニット,C,3,紫,4000,1000,紫1,貿易コロニー/エイリアン,魂魄の冥導士,,貿易禁止命令により貿易に失敗しうなだれているサラリーマンエイリアン。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-063_card_dummy.jpg
BT2-64,人間の貿易商人 ロッズ,ユニット,R,3,紫,3000,-,紫2,貿易コロニー/人間,魂魄の冥導士,【相手のターン】≪怨讐≫（このユニットがバトルで退場したとき、バトルした相手のユニットを退場させる）,少女らと行動を共にする元貿易管理局の人間。貿易禁止命令を無視し無断降下を行おうとしたことで、管理局を追放されたらしい。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-064_card_dummy.jpg
BT2-65,貿易管理局のエイリアン,ユニット,C,4,紫,5000,1000,紫1,貿易コロニー/エイリアン,魂魄の冥導士,,管理局でいる間は独占した物資の恩恵が受けられるため、管理局の人材はアリアンに忠誠を誓っている。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-065_card_dummy.jpg
BT2-66,ミタマ,ユニット,RRR,4,紫,4000,2000,紫2,ミタマ/CNP,魂魄の冥導士,【登場時】自分のデッキの上から3枚破棄する。,幽霊のミタマは少し臆病だが、慎重で抜け目のない性格をしている。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-066_card_dummy.jpg
BT2-67,向こう側からの旅人 ベアトマユ,ユニット,RR,4,紫,4000,1000,紫2,人間,魂魄の冥導士,【コンバット】自分のターンなら、このユニットを退場させることで、バトル終了まで、自分のユニット1体をBP+2000。,私とウツロギリスはあんたと同じ『異世界人』さ。よろしくね！-ベアトマユ-,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-067_card_dummy.jpg
BT2-68,違法改造ロボ,ユニット,RR,5,紫,6000,-,紫2,貿易コロニー/機械,魂魄の冥導士,【登場時】自分のトラッシュ5枚ごとに、ターン終了まで、相手のユニット1体をBP-1000。,コロニーに軟禁された結果、暇になった商人たちが悪ノリで運搬用コンテナロボを魔改造した。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-068_card_dummy.jpg
BT2-69,運搬用コンテナロボ,ユニット,C,5,紫,6000,1000,紫1,貿易コロニー/機械,魂魄の冥導士,,貿易コロニーで重宝されている運搬用ロボ。貿易が禁止されてからは予備のパーツが不足し、修理することが難しくなっている。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-069_card_dummy.jpg
BT2-70,ダークブルー,ユニット,RR,5,紫,4000,-,紫3,ミタマ/CNP,魂魄の冥導士,【登場時】自分のトラッシュから、紫のコスト4以下のユニットカード1枚を手札に戻す。,暗い青色に変化したミタマは、この世界に来たばかりの頃、暗闇に紛れて貿易コロニーを観察していた。,コメスケ / すとぽぷ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RR_BT2-070_card_dummy.jpg
BT2-71,エイリアンのペット,ユニット,R,7,紫,8000,-,紫2,貿易コロニー/アニマル/エイリアン,魂魄の冥導士,【相手のターン】≪怨讐≫（このユニットがバトルで退場したとき、バトルした相手のユニットを退場させる）,貿易禁止命令の影響でペットフードが切れかけている不憫なエイリアンのペット。血液は強酸性。幼体は他の生物に寄生するらしい。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-071_card_dummy.jpg
BT2-72,ゾンビ,ユニット,RRR,6,紫,5000,1000,紫3,ミタマ/CNP,魂魄の冥導士,【アタック時】自分のトラッシュから、紫のユニットカード1枚を手札に戻す。,ゾンビの姿に変化したミタマ。驚異的な再生能力を備え、並の攻撃では倒れない。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-072_card_dummy.jpg
BT2-73,死神商人 ウツロギリス,ユニット,RRR,7,紫,6000,-,紫4,霊人,魂魄の冥導士,【登場時】自分のトラッシュから、紫のコスト4以下のユニットカード1枚をコストを支払わずに登場できる。この登場では【登場時】効果は発揮しない。 【自分のターン】[ターンに1回]他の自分のユニットが退場したとき、このユニットをアクティブにする。,CNPたちとは異なる異世界からやって来た胡散臭い男。霊魂を操る術に長けているが、彼が元いた世界では普通のことらしい。,コメスケ,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_RRR_BT2-073_card_dummy.jpg
BT2-74,ジャンクパーツ,イベント,C,2,紫,-,-,紫1,-,魂魄の冥導士,【メイン】自分のデッキの上から3枚破棄する。,コロニー内の施設やロボを修繕する資材はミッドガンに依存していたため、貿易禁止命令以降は手持ちの資材でやり繰りしている。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_C_BT2-074_card_dummy.jpg
BT2-75,闇取引,イベント,R,2,紫,-,-,紫2,-,魂魄の冥導士,【メイン】自分のトラッシュから、紫のユニットカード1枚を手札に戻す。,コロニー内の物資は管理局によってほぼ独占状態であり、管理局からの配給以外で物資を得るなら危険な取引に手を出すしかない。,コメスケ / SHU-,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-075_card_dummy.jpg
BT2-76,貿易禁止命令,イベント,R,3,紫,-,-,紫2,-,魂魄の冥導士,【メイン】自分のユニット1体を退場させることで、≪2ドロー≫（デッキからカードを2枚引く）。,セイドウの侵略以来、ミッドガンはなぜか貿易を禁止し、地表への降下どころかコロニーからの出航すら許可していない。,コメスケ / Urukun,https://yhytewknpiutznqvlupd.supabase.co/storage/v1/object/public/card-images/cnp_R_BT2-076_card_dummy.jpg
